uid,u_cat_01,u_cat_02,u_cat_03,u_cat_04,u_cat_05,u_cat_06,u_cat_07,u_cat_08
u002858,42,1,5,30,1,2,2,1
u002859,66,2,5,4,4,2,0,1
u002860,42,1,3,15,5,2,4,1
u002861,66,1,5,3,1,2,0,2
u002862,42,2,5,29,4,2,2,2
u002863,66,1,5,1,3,2,4,2
u002864,13,1,1,28,6,3,2,1
u002865,16,2,5,31,1,2,2,1
u002866,42,1,5,4,6,2,4,1
u002867,66,2,5,30,2,2,2,2
u002868,20,2,5,29,4,1,0,1
u002869,66,1,5,12,1,2,2,2
u002870,66,1,5,0,0,2,2,1
u002871,6,2,3,26,0,2,0,1
u002872,66,2,5,12,4,2,2,2
u002873,42,2,5,9,2,2,4,2
u002874,42,2,5,19,4,2,0,2
u002875,53,2,3,9,3,3,1,1
u002876,57,2,4,0,0,3,1,2
u002877,42,2,5,12,3,2,0,1
u002878,66,2,5,11,1,2,2,2
u002879,66,1,5,2,3,2,2,1
u002880,66,2,5,9,2,2,2,2
u002881,66,2,5,13,3,2,2,2
u002882,42,1,5,0,0,2,2,1
u002883,42,1,5,9,2,2,0,2
u002884,29,1,5,5,1,2,1,1
u002885,66,2,5,2,0,2,2,2
u002886,66,2,5,26,3,2,0,1
u002887,48,1,3,13,1,3,0,2
u002888,66,1,5,31,1,2,2,1
u002889,42,2,5,1,2,2,2,1
u002890,42,2,5,4,6,2,0,2
u002891,16,1,5,12,4,2,2,1
u002892,66,1,5,30,2,2,0,1
u002893,29,1,3,16,3,1,1,1
u002894,42,2,5,12,4,2,2,1
u002895,59,2,5,0,0,3,0,1
u002896,59,1,5,26,0,1,5,2
u002897,58,1,2,13,1,3,0,2
u002898,58,2,3,13,2,3,0,1
u002899,66,2,5,19,2,2,2,1
u002900,42,2,5,4,4,1,0,2
u002901,42,1,5,13,4,2,2,1
u002902,66,1,5,0,0,2,0,2
u002903,66,2,5,30,6,2,2,1
u002904,16,1,5,1,3,2,0,1
u002905,42,2,5,9,6,2,2,1
u002906,42,2,5,23,1,2,2,1
u002907,42,2,5,24,4,2,2,1
u002908,66,2,5,9,1,2,4,1
u002909,52,2,3,25,3,3,2,1
u002910,66,1,5,9,1,2,2,1
u002911,66,1,5,23,1,2,2,1
u002912,21,2,4,12,4,2,0,1
u002913,42,1,5,23,1,2,2,2
u002914,25,2,5,0,0,3,0,2
u002915,42,2,5,12,2,2,4,2
u002916,66,2,5,0,0,2,2,1
u002917,66,1,5,5,1,2,0,1
u002918,66,2,5,30,2,1,2,1
u002919,1,2,5,0,0,3,1,1
u002920,3,2,1,0,0,3,4,2
u002921,66,2,5,5,1,2,2,1
u002922,55,2,3,24,4,3,0,1
u002923,66,1,5,1,2,2,2,1
u002924,66,2,5,0,0,2,0,2
u002925,42,2,5,31,1,2,2,1
u002926,66,2,5,16,2,2,2,1
u002927,42,2,5,29,4,2,2,1
u002928,42,2,5,1,2,2,4,1
u002929,66,2,5,19,6,2,0,1
u002930,66,1,5,31,1,2,2,1
u002931,13,1,6,16,6,3,2,2
u002932,13,2,4,5,2,3,0,2
u002933,42,2,5,30,2,2,4,2
u002934,6,2,2,16,6,1,0,1
u002935,46,2,5,17,6,2,0,2
u002936,66,1,5,0,0,2,2,2
u002937,16,2,5,29,6,2,2,1
u002938,66,2,5,9,2,2,4,2
u002939,18,2,5,0,0,2,0,2
u002940,42,2,5,1,2,2,2,1
u002941,9,1,5,26,1,3,0,1
u002942,53,2,2,17,4,3,4,2
u002943,42,2,2,30,2,2,0,2
u002944,31,2,3,31,2,2,0,2
u002945,66,2,5,7,1,2,4,1
u002946,66,2,5,9,2,2,2,1
u002947,42,2,5,0,0,2,4,1
u002948,66,1,5,30,6,2,4,1
u002949,66,1,5,0,0,2,4,1
u002950,66,1,5,5,1,2,2,1
u002951,42,2,2,6,4,2,2,1
u002952,66,1,5,4,1,2,2,1
u002953,54,2,2,0,0,3,0,1
u002954,1,2,5,27,6,2,0,1
u002955,22,1,6,30,6,2,2,1
u002956,42,1,5,26,2,2,4,1
u002957,66,1,5,9,1,2,2,2
u002958,42,2,5,14,4,2,2,1
u002959,42,2,5,23,1,2,2,2
u002960,66,1,5,27,2,2,2,1
u002961,42,2,5,16,2,2,2,2
u002962,66,2,5,12,4,2,2,2
u002963,66,2,5,9,6,2,2,2
u002964,3,2,5,2,0,3,0,2
u002965,42,1,5,13,1,2,2,2
u002966,66,1,5,0,0,2,0,2
u002967,42,1,5,0,0,2,2,2
u002968,66,2,5,6,4,2,2,1
u002969,1,2,5,7,4,2,0,1
u002970,21,2,5,30,6,1,0,1
u002971,42,1,5,13,1,2,2,2
u002972,66,2,5,24,2,2,2,1
u002973,66,2,5,19,1,2,4,1
u002974,66,1,5,9,2,1,0,2
u002975,13,2,3,19,4,3,0,1
u002976,16,2,5,7,1,2,2,2
u002977,66,1,5,19,2,2,2,1
u002978,48,1,2,9,6,2,0,2
u002979,66,2,5,24,4,2,2,2
u002980,29,2,5,0,0,2,0,1
u002981,66,1,5,9,2,2,2,2
u002982,42,1,5,11,2,2,0,2
u002983,42,2,5,9,3,2,2,2
u002984,66,2,5,24,4,2,2,2
u002985,61,2,3,28,6,3,4,1
u002986,40,1,6,15,5,3,0,2
u002987,20,1,1,10,5,3,0,1
u002988,66,2,5,7,6,2,0,1
u002989,66,2,5,2,3,2,0,2
u002990,17,2,5,29,6,1,0,2
u002991,16,2,5,0,0,2,0,2
u002992,66,2,5,26,1,2,2,1
u002993,66,1,5,0,0,2,2,1
u002994,66,1,5,17,4,2,2,1
u002995,42,1,5,1,2,2,2,2
u002996,14,1,6,16,2,2,3,2
u002997,6,2,5,0,0,1,0,1
u002998,35,1,2,9,6,3,4,2
u002999,42,2,5,1,1,2,2,1
u003000,29,2,2,4,6,2,0,2
u003001,66,1,5,0,0,2,2,2
u003002,66,2,5,16,6,2,2,2
u003003,66,1,3,6,4,2,4,2
u003004,42,2,5,5,1,2,4,1
u003005,66,2,5,27,2,2,2,2
u003006,16,2,5,19,1,2,2,2
u003007,49,1,5,2,3,2,0,1
u003008,27,1,2,28,6,3,4,1
u003009,58,2,6,23,6,3,2,1
u003010,66,2,5,12,4,2,4,1
u003011,42,2,5,31,2,2,2,2
u003012,66,1,5,14,4,2,2,1
u003013,66,1,5,9,2,2,2,1
u003014,66,1,5,19,4,2,2,1
u003015,66,2,5,31,1,2,2,1
u003016,21,2,2,12,3,1,4,1
u003017,23,2,5,0,0,2,0,2
u003018,1,2,5,16,2,2,0,1
u003019,16,2,5,1,2,2,2,2
u003020,3,1,1,0,0,3,2,2
u003021,66,1,5,1,2,1,0,2
u003022,66,2,5,0,0,2,0,2
u003023,66,1,5,27,1,2,0,2
u003024,66,2,5,30,1,2,2,2
u003025,66,2,5,14,4,2,2,1
u003026,16,2,5,30,1,2,2,1
u003027,27,1,5,10,5,1,0,2
u003028,66,1,5,12,4,2,2,1
u003029,3,2,5,0,0,3,0,2
u003030,46,2,5,5,1,1,1,1
u003031,13,2,2,19,6,3,4,2
u003032,1,2,5,0,0,2,0,2
u003033,66,2,5,9,6,2,4,2
u003034,34,1,3,26,0,2,0,2
u003035,16,2,5,12,1,2,0,1
u003036,23,2,5,2,0,2,1,2
u003037,42,2,5,9,2,1,2,1
u003038,42,1,5,12,4,2,2,1
u003039,42,2,5,12,1,2,2,2
u003040,63,2,3,0,0,3,0,1
u003041,31,1,3,0,0,2,4,2
u003042,59,1,6,0,0,3,3,2
u003043,42,2,5,30,6,2,0,2
u003044,23,2,5,7,4,2,2,2
u003045,16,2,5,1,1,2,0,2
u003046,48,2,5,29,6,2,0,2
u003047,23,1,3,1,2,2,1,1
u003048,42,1,5,0,0,2,2,2
u003049,52,1,2,0,0,1,0,1
u003050,66,1,5,16,2,2,4,2
u003051,42,1,5,27,1,2,0,1
u003052,42,2,5,13,1,2,4,1
u003053,59,1,4,0,0,3,2,1
u003054,66,2,5,12,4,2,0,1
u003055,18,2,5,0,0,2,0,1
u003056,27,1,6,13,1,3,4,1
u003057,42,2,5,12,4,2,2,2
u003058,66,1,5,13,3,2,0,2
u003059,66,1,5,30,1,2,0,1
u003060,49,1,3,1,1,2,1,1
u003061,16,1,5,11,2,2,0,1
u003062,34,2,5,25,3,2,0,1
u003063,42,1,5,12,1,2,0,1
u003064,13,2,4,1,2,3,3,2
u003065,56,2,5,19,1,2,4,2
u003066,16,1,5,29,4,2,2,1
u003067,6,1,3,0,0,2,0,1
u003068,14,2,3,5,4,2,1,2
u003069,42,2,5,11,2,2,0,2
u003070,52,1,4,4,4,2,0,1
u003071,16,2,5,9,2,2,5,2
u003072,44,2,5,0,0,3,1,1
u003073,66,1,3,27,2,2,4,1
u003074,16,2,5,0,0,2,0,2
u003075,48,2,2,25,3,3,0,1
u003076,49,1,5,0,0,2,1,1
u003077,66,1,5,27,2,2,0,1
u003078,66,1,5,26,1,2,0,2
u003079,42,1,5,23,1,2,0,1
u003080,4,2,3,4,6,3,0,1
u003081,42,1,5,23,1,2,2,1
u003082,59,2,5,22,2,2,4,2
u003083,66,1,5,19,1,2,2,2
u003084,66,2,5,31,2,2,2,1
u003085,66,1,5,9,1,2,4,2
u003086,3,1,6,12,1,3,0,2
u003087,42,1,5,31,6,2,2,2
u003088,8,2,5,27,1,3,0,1
u003089,42,1,3,19,1,2,0,1
u003090,44,1,3,1,2,2,1,1
u003091,42,1,3,16,2,2,0,2
u003092,52,1,3,5,1,1,0,2
u003093,27,2,2,31,1,3,0,1
u003094,49,2,5,5,1,2,2,2
u003095,42,1,3,20,1,2,2,1
u003096,31,2,5,0,0,2,0,2
u003097,13,2,5,0,0,3,2,1
u003098,52,2,1,0,0,3,2,1
u003099,16,1,5,20,2,2,2,2
u003100,3,1,2,20,4,2,0,2
u003101,42,2,2,22,2,2,0,1
u003102,42,2,5,12,4,2,2,1
u003103,66,2,5,24,4,2,0,1
u003104,66,2,5,1,2,2,0,1
u003105,16,2,5,9,1,2,2,1
u003106,66,1,3,26,0,2,0,2
u003107,42,2,5,4,1,2,2,2
u003108,34,2,3,9,2,1,1,2
u003109,52,1,1,0,0,3,4,2
u003110,22,2,5,21,1,2,0,1
u003111,42,1,3,30,2,2,4,2
u003112,60,2,5,12,1,2,0,1
u003113,66,1,5,12,4,2,0,2
u003114,23,2,6,24,4,1,0,2
u003115,66,2,5,12,4,2,4,1
u003116,42,2,5,16,2,2,0,1
u003117,42,2,5,12,1,1,0,1
u003118,49,2,3,0,0,2,0,2
u003119,13,2,5,23,1,2,0,1
u003120,59,2,5,12,3,3,2,1
u003121,66,2,5,12,3,2,4,1
u003122,8,2,4,5,2,3,1,2
u003123,27,2,3,11,4,3,0,1
u003124,22,2,2,16,2,3,0,2
u003125,3,1,3,19,1,3,4,2
u003126,13,1,2,31,2,3,1,1
u003127,21,2,2,16,2,3,2,1
u003128,64,2,3,1,1,3,4,2
u003129,10,1,3,21,2,3,1,1
u003130,22,2,2,13,2,3,2,2
u003131,27,1,4,31,6,3,4,1
u003132,22,2,2,16,6,3,0,2
u003133,21,2,5,4,4,3,2,1
u003134,59,2,5,20,1,3,1,1
u003135,48,2,5,9,6,3,0,1
u003136,59,2,5,22,2,3,0,1
u003137,52,2,5,29,4,3,0,2
u003138,27,1,2,12,1,3,1,1
u003139,27,1,2,9,6,3,0,2
u003140,10,1,1,16,3,3,0,2
u003141,38,2,4,2,0,3,4,2
u003142,20,2,4,31,2,3,0,2
u003143,48,1,5,28,3,3,0,2
u003144,22,1,2,26,1,3,4,1
u003145,38,1,6,26,3,1,2,2
u003146,52,2,4,20,4,3,4,2
u003147,6,2,4,0,0,3,0,1
u003148,22,2,5,30,6,3,0,1
u003149,13,1,2,31,1,1,0,2
u003150,35,2,3,19,1,3,0,1
u003151,21,2,3,7,1,3,0,1
u003152,48,1,6,10,5,3,2,2
u003153,64,1,6,21,6,3,0,1
u003154,20,1,5,29,4,3,0,2
u003155,52,2,5,17,6,3,4,2
u003156,52,2,5,16,2,3,0,1
u003157,27,2,2,28,6,3,0,2
u003158,13,2,2,1,1,3,0,1
u003159,52,2,6,9,2,3,2,2
u003160,64,2,4,28,3,3,0,2
u003161,48,2,6,0,0,3,0,2
u003162,27,2,5,1,1,3,0,1
u003163,3,1,1,30,1,3,0,2
u003164,6,2,3,1,1,3,4,2
u003165,22,2,3,0,0,3,4,1
u003166,27,2,5,19,1,3,0,1
u003167,27,2,5,26,1,3,0,2
u003168,59,2,3,0,0,3,4,1
u003169,6,1,1,10,5,3,4,1
u003170,22,2,2,19,6,3,0,1
u003171,48,2,2,0,0,3,0,2
u003172,3,1,6,11,6,3,0,1
u003173,48,2,6,4,6,3,3,1
u003174,22,2,3,6,4,3,2,2
u003175,52,2,5,19,1,3,2,1
u003176,48,1,1,31,2,3,2,2
u003177,27,2,3,30,6,3,4,2
u003178,6,2,4,4,4,3,0,1
u003179,59,1,4,9,2,3,4,1
u003180,3,2,6,22,2,3,0,2
u003181,52,2,2,12,2,3,2,2
u003182,27,2,2,5,1,3,2,2
u003183,59,2,5,19,1,3,0,2
u003184,3,1,6,28,3,3,0,1
u003185,59,2,5,16,6,3,0,2
u003186,52,1,4,0,0,3,2,1
u003187,48,2,5,9,6,3,4,2
u003188,52,1,2,31,2,3,4,2
u003189,64,2,3,0,0,3,0,1
u003190,13,2,2,15,5,3,2,1
u003191,59,2,6,15,5,1,4,2
u003192,22,1,6,25,3,3,2,1
u003193,35,2,3,0,0,3,0,2
u003194,53,2,2,11,2,3,0,1
u003195,6,2,3,0,0,3,0,1
u003196,29,2,2,26,3,3,4,2
u003197,25,2,2,0,0,3,0,1
u003198,13,1,1,1,1,3,3,2
u003199,10,1,2,31,5,2,0,2
u003200,52,2,4,16,6,3,0,2
u003201,59,1,3,26,2,3,4,1
u003202,13,2,2,21,2,3,4,2
u003203,27,1,5,31,3,3,0,2
u003204,22,2,5,0,0,3,2,2
u003205,22,2,2,16,6,3,0,2
u003206,3,2,2,29,4,3,0,2
u003207,52,1,2,0,0,3,1,2
u003208,9,1,1,9,3,3,0,1
u003209,64,2,5,9,6,3,0,2
u003210,54,2,3,31,1,3,0,2
u003211,27,2,5,25,3,3,0,1
u003212,27,2,2,16,2,3,2,1
u003213,64,1,4,5,1,3,0,2
u003214,48,2,2,31,2,3,2,1
u003215,57,1,6,0,0,3,1,1
u003216,52,2,5,21,2,3,0,1
u003217,8,1,3,29,1,3,2,2
u003218,27,1,4,19,1,3,0,2
u003219,22,2,2,0,0,3,0,2
u003220,22,2,2,0,0,3,3,1
u003221,38,2,5,31,2,3,4,2
u003222,22,2,5,1,2,3,2,2
u003223,22,2,3,7,6,3,4,1
u003224,64,2,4,16,3,3,0,2
u003225,52,2,2,16,6,3,4,1
u003226,52,2,3,16,2,3,2,1
u003227,13,2,2,19,1,3,0,2
u003228,17,2,5,29,6,3,0,2
u003229,25,2,6,26,3,3,1,2
u003230,20,1,2,0,0,3,0,2
u003231,64,2,4,12,2,3,0,2
u003232,52,1,1,12,1,3,2,1
u003233,41,1,1,26,3,3,0,2
u003234,48,1,4,9,1,3,0,2
u003235,13,2,5,0,0,3,2,1
u003236,27,2,2,0,0,3,2,1
u003237,27,1,6,16,6,3,2,1
u003238,59,2,1,0,0,3,0,1
u003239,54,1,1,0,0,3,4,1
u003240,59,1,4,2,0,3,1,1
u003241,27,2,5,14,4,3,2,1
u003242,59,2,5,0,0,3,4,1
u003243,9,2,2,28,6,3,0,1
u003244,48,1,4,9,3,3,4,2
u003245,64,2,5,29,4,3,0,2
u003246,21,1,4,16,6,3,2,1
u003247,3,2,4,25,3,3,0,2
u003248,21,1,6,26,0,3,2,2
u003249,58,2,3,28,6,3,0,1
u003250,57,2,2,31,3,3,1,1
u003251,40,2,3,20,2,3,1,2
u003252,8,2,2,31,2,3,1,2
u003253,6,2,2,19,1,3,0,1
u003254,6,1,5,12,1,3,0,2
u003255,27,1,2,16,6,3,0,1
u003256,27,1,4,10,5,3,0,2
u003257,48,2,3,12,3,3,4,1
u003258,13,2,5,16,6,3,4,1
u003259,64,2,4,10,5,3,0,2
u003260,27,2,5,31,1,3,0,1
u003261,3,1,4,11,2,3,2,1
u003262,59,1,1,0,0,3,4,2
u003263,8,2,5,28,2,3,1,2
u003264,59,1,6,16,2,3,0,1
u003265,25,2,2,0,0,3,4,2
u003266,6,2,1,12,3,3,0,2
u003267,41,1,6,12,3,3,3,2
u003268,52,2,2,16,3,3,0,2
u003269,59,2,5,13,3,3,4,2
u003270,48,2,1,29,4,3,0,1
u003271,29,1,4,26,2,3,2,2
u003272,53,2,5,10,5,3,0,1
u003273,13,2,4,16,2,3,2,2
u003274,9,2,5,0,0,3,0,1
u003275,48,1,4,12,1,3,4,1
u003276,6,2,5,30,6,3,0,1
u003277,13,2,3,0,0,3,0,1
u003278,64,2,1,31,3,3,0,2
u003279,22,1,4,31,2,3,0,2
u003280,27,2,5,26,0,3,2,2
u003281,13,2,5,13,3,3,0,1
u003282,40,2,4,15,5,3,1,1
u003283,48,2,3,12,1,3,4,1
u003284,27,2,5,26,0,3,0,1
u003285,41,2,3,19,6,3,0,1
u003286,35,2,2,16,6,3,0,2
u003287,9,1,6,10,5,3,0,2
u003288,48,1,2,21,6,3,4,1
u003289,20,2,5,4,4,3,0,2
u003290,34,2,3,1,2,3,2,1
u003291,59,2,3,5,2,3,0,2
u003292,64,1,4,30,2,3,1,2
u003293,53,2,3,0,0,3,0,2
u003294,29,2,4,28,6,3,2,1
u003295,3,2,2,16,2,3,0,2
u003296,64,1,4,31,3,3,2,1
u003297,52,2,4,16,6,3,2,2
u003298,48,2,5,28,2,3,0,2
u003299,64,2,3,12,1,3,0,1
u003300,48,2,4,16,6,3,0,2
u003301,21,2,5,4,6,3,0,2
u003302,22,2,3,0,0,3,2,1
u003303,48,2,3,31,1,3,0,1
u003304,48,2,6,21,1,3,0,2
u003305,20,2,3,12,4,3,0,1
u003306,35,2,2,26,3,3,0,1
u003307,22,1,2,13,3,3,3,1
u003308,52,1,2,19,6,1,2,1
u003309,58,2,1,10,5,3,0,2
u003310,27,2,4,31,2,3,0,2
u003311,9,2,4,26,3,3,0,1
u003312,17,2,4,28,6,3,3,2
u003313,52,1,5,1,4,3,0,2
u003314,59,1,1,21,2,3,0,1
u003315,3,2,3,5,1,3,1,1
u003316,48,1,2,0,0,3,2,2
u003317,3,2,3,5,1,3,2,1
u003318,48,2,5,1,1,3,2,1
u003319,57,1,4,0,0,3,4,1
u003320,35,2,1,31,5,3,2,1
u003321,20,1,1,5,1,3,0,1
u003322,52,2,5,20,6,3,0,2
u003323,52,2,5,13,1,3,0,2
u003324,26,2,2,19,6,3,1,1
u003325,48,2,5,28,3,3,0,1
u003326,11,2,4,12,3,3,0,2
u003327,36,1,3,16,3,3,0,2
u003328,21,2,3,12,4,3,2,1
u003329,48,1,4,1,2,3,2,1
u003330,10,2,2,28,1,3,0,2
u003331,27,2,3,0,0,3,4,1
u003332,59,2,5,19,6,3,0,2
u003333,27,1,1,0,0,1,4,2
u003334,54,2,1,5,3,3,0,1
u003335,22,1,4,16,2,3,2,2
u003336,38,2,2,31,2,3,4,1
u003337,13,2,2,4,4,3,2,1
u003338,13,1,5,23,1,3,4,1
u003339,41,1,2,29,6,3,0,1
u003340,38,1,6,16,6,3,2,1
u003341,22,1,4,16,2,3,4,1
u003342,22,2,3,16,6,3,0,1
u003343,48,2,5,0,0,3,0,2
u003344,27,1,4,1,2,3,1,1
u003345,56,2,3,31,2,3,4,2
u003346,38,1,1,31,2,3,4,2
u003347,22,1,2,9,6,3,2,2
u003348,40,2,4,12,1,3,1,2
u003349,35,2,3,29,6,3,4,2
u003350,29,1,4,26,2,3,4,2
u003351,58,2,6,22,1,3,4,2
u003352,38,1,1,5,1,3,2,2
u003353,9,2,2,20,2,3,2,1
u003354,22,2,2,26,2,3,0,1
u003355,22,2,2,16,2,3,2,2
u003356,38,1,1,22,2,3,0,1
u003357,54,2,3,4,4,3,1,1
u003358,52,1,2,30,6,3,2,1
u003359,21,2,2,28,6,3,0,2
u003360,48,1,2,12,4,3,1,2
u003361,21,1,2,31,6,3,0,1
u003362,58,2,5,0,0,3,0,1
u003363,48,1,4,0,0,3,0,1
u003364,13,2,5,0,0,3,4,2
u003365,17,2,2,1,1,3,0,2
u003366,13,2,1,16,2,3,2,2
u003367,35,2,5,1,1,3,0,2
u003368,11,2,1,0,0,3,0,1
u003369,29,1,2,16,2,3,4,2
u003370,27,2,4,0,0,3,0,2
u003371,52,2,5,5,2,3,0,1
u003372,27,1,2,28,6,3,0,1
u003373,38,2,1,16,2,3,4,1
u003374,22,1,4,22,2,3,4,2
u003375,59,2,6,31,5,3,0,2
u003376,64,1,1,11,6,3,0,2
u003377,59,2,2,26,2,3,0,2
u003378,52,2,1,0,0,3,2,1
u003379,52,2,3,11,2,3,0,2
u003380,13,2,5,9,1,3,0,2
u003381,21,2,6,12,3,3,2,2
u003382,21,1,3,0,0,3,0,1
u003383,38,1,3,28,6,3,4,2
u003384,20,2,5,19,4,3,0,2
u003385,54,2,5,13,2,3,0,1
u003386,48,2,5,0,0,3,0,1
u003387,35,2,1,15,5,3,2,2
u003388,59,2,4,25,3,3,2,2
u003389,17,2,2,0,0,3,0,2
u003390,3,2,5,29,1,3,0,1
u003391,35,2,6,26,3,3,0,1
u003392,6,1,1,31,2,3,2,2
u003393,6,1,1,22,2,3,4,1
u003394,52,2,3,4,4,3,0,2
u003395,17,1,6,25,3,3,1,2
u003396,59,2,2,0,0,3,0,1
u003397,59,1,6,5,2,3,2,1
u003398,27,1,3,0,0,3,1,2
u003399,38,2,3,26,3,3,4,2
u003400,3,2,5,29,6,3,0,1
u003401,12,1,2,9,6,3,0,2
u003402,41,2,5,31,2,3,0,2
u003403,59,2,6,28,3,3,0,2
u003404,27,2,5,31,1,3,2,1
u003405,48,2,5,21,1,3,1,1
u003406,27,1,1,13,3,3,4,2
u003407,64,2,3,0,0,3,0,2
u003408,3,2,1,22,2,3,2,2
u003409,3,2,2,19,6,3,0,2
u003410,52,2,5,9,6,3,0,1
u003411,3,2,5,0,0,3,0,2
u003412,27,2,6,5,2,3,2,1
u003413,52,1,3,0,0,3,2,1
u003414,27,2,5,4,6,3,3,1
u003415,48,2,4,9,2,3,0,2
u003416,28,1,3,19,4,3,1,1
u003417,34,1,4,21,2,3,4,2
u003418,27,1,1,28,3,3,0,1
u003419,52,2,4,0,0,3,3,2
u003420,17,2,2,26,3,3,0,1
u003421,52,2,3,9,1,3,2,1
u003422,48,1,1,9,1,3,2,1
u003423,52,1,2,19,6,3,0,1
u003424,52,2,4,13,1,3,2,1
u003425,48,2,4,0,0,3,0,2
u003426,35,1,1,15,5,3,0,2
u003427,59,2,4,26,2,3,0,2
u003428,59,1,6,22,2,3,4,1
u003429,48,1,4,9,6,3,2,2
u003430,35,2,2,25,3,3,0,1
u003431,59,1,2,16,6,3,4,1
u003432,48,2,1,12,2,3,4,1
u003433,52,2,5,0,0,3,0,2
u003434,3,2,4,26,3,3,0,1
u003435,35,2,5,10,5,3,0,2
u003436,27,1,6,22,2,3,2,2
u003437,52,1,4,30,6,3,3,1
u003438,27,2,3,27,6,3,2,1
u003439,22,2,5,0,0,3,0,1
u003440,27,2,5,0,0,3,3,2
u003441,22,1,4,26,1,3,1,1
u003442,48,2,1,5,3,3,3,2
u003443,3,1,6,1,1,3,0,1
u003444,59,2,4,12,4,3,4,1
u003445,27,2,1,16,2,3,0,1
u003446,27,1,1,28,1,3,2,2
u003447,29,2,5,0,0,3,0,2
u003448,48,1,1,26,2,3,2,2
u003449,21,2,5,0,0,3,4,1
u003450,59,1,1,0,0,3,2,2
u003451,59,2,5,28,3,3,0,2
u003452,48,2,3,31,2,3,2,1
u003453,13,1,1,26,3,3,2,2
u003454,40,2,2,19,2,3,1,2
u003455,64,1,6,13,1,3,2,2
u003456,38,2,6,29,4,3,3,2
u003457,3,1,1,5,2,3,0,1
u003458,3,2,2,0,0,3,0,1
u003459,55,1,2,10,5,3,4,1
u003460,64,2,6,0,0,3,0,1
u003461,52,2,5,31,2,3,0,1
u003462,48,1,6,31,2,3,2,2
u003463,52,2,2,9,3,3,0,1
u003464,54,2,4,21,6,3,0,1
u003465,48,2,5,0,0,3,0,1
u003466,48,2,2,1,2,3,2,2
u003467,13,2,2,13,3,3,0,2
u003468,9,2,5,1,2,3,2,1
u003469,41,1,1,31,2,3,0,1
u003470,64,1,4,19,1,3,4,1
u003471,64,2,1,0,0,3,0,1
u003472,59,2,5,30,1,3,0,1
u003473,6,2,5,27,6,3,4,1
u003474,13,1,1,31,2,3,2,2
u003475,6,2,3,26,3,3,0,1
u003476,3,2,5,16,6,3,0,2
u003477,52,1,2,23,1,3,4,1
u003478,52,2,4,16,6,3,2,2
u003479,53,1,1,0,0,3,3,1
u003480,27,2,4,28,6,3,4,2
u003481,8,2,5,24,4,3,1,1
u003482,6,1,1,16,6,3,0,2
u003483,22,1,4,1,3,3,3,1
u003484,3,2,1,26,2,3,2,1
u003485,52,2,3,26,0,3,4,2
u003486,59,1,1,2,0,3,2,2
u003487,17,2,3,0,0,3,4,2
u003488,48,1,4,9,6,3,2,1
u003489,22,2,4,29,2,3,3,1
u003490,48,2,6,28,6,3,4,2
u003491,59,2,6,11,6,3,2,2
u003492,20,2,3,0,0,3,0,1
u003493,52,2,4,0,0,3,0,2
u003494,48,2,4,26,3,3,4,1
u003495,3,2,4,29,4,3,4,2
u003496,48,2,5,5,1,3,4,1
u003497,35,2,5,0,0,3,0,1
u003498,6,1,4,30,2,3,0,1
u003499,59,2,2,28,3,3,0,2
u003500,6,1,2,30,2,3,0,1
u003501,13,1,1,11,2,3,0,2
u003502,54,2,1,27,1,3,2,2
u003503,64,1,1,16,2,3,4,1
u003504,13,2,5,0,0,3,2,2
u003505,52,2,2,0,0,3,4,1
u003506,29,2,6,0,0,3,0,2
u003507,3,2,5,4,4,3,2,1
u003508,64,2,3,21,6,3,4,2
u003509,59,2,3,26,3,3,0,1
u003510,3,1,3,9,2,3,3,1
u003511,59,2,5,13,1,3,4,1
u003512,48,2,1,10,5,3,4,1
u003513,22,2,5,0,0,3,2,1
u003514,48,2,4,31,2,3,2,2
u003515,52,2,5,0,0,3,4,2
u003516,48,2,4,5,3,3,2,1
u003517,48,2,5,28,6,3,0,2
u003518,41,1,2,0,0,3,0,1
u003519,59,2,2,28,6,3,4,2
u003520,10,1,3,0,0,3,0,1
u003521,59,1,3,4,4,3,2,1
u003522,3,2,1,0,0,3,2,2
u003523,13,1,2,0,0,3,0,1
u003524,48,1,1,26,1,3,1,2
u003525,64,1,1,0,0,3,0,2
u003526,21,1,2,30,2,3,4,2
u003527,41,1,3,0,0,3,4,1
u003528,53,2,1,0,0,3,0,1
u003529,27,2,5,13,3,3,0,2
u003530,3,2,4,25,3,3,0,1
u003531,13,2,3,5,1,3,0,1
u003532,6,1,1,31,2,3,4,1
u003533,59,2,2,16,6,3,0,2
u003534,21,2,5,19,6,3,2,2
u003535,53,2,4,19,4,3,0,1
u003536,27,1,6,29,2,3,2,2
u003537,21,1,6,15,5,3,3,2
u003538,48,2,3,21,6,3,0,1
u003539,3,2,2,26,2,3,0,2
u003540,48,2,3,9,1,3,0,1
u003541,17,1,2,1,2,3,2,1
u003542,10,2,2,10,5,3,2,1
u003543,3,2,5,26,0,3,0,2
u003544,38,2,5,2,3,3,2,2
u003545,48,2,5,0,0,3,0,1
u003546,21,2,2,31,5,3,2,2
u003547,21,1,4,0,0,3,4,2
u003548,17,2,5,30,6,3,0,2
u003549,6,1,2,30,6,3,2,2
u003550,48,1,3,26,3,3,1,2
u003551,22,2,4,1,3,3,0,1
u003552,27,2,4,12,2,3,0,1
u003553,17,1,5,29,6,3,0,1
u003554,48,2,4,11,2,3,0,2
